[2024-07-21 10:25:09,693: INFO: main: welcome to custum logging]
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\users\mani\desktop\campus\kidney-disease-classification\src\cnnClassifier\config\configuration.py", line 21, in get_data_ingestion_config
    config = self.config.data_ingestions
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "box\\config_box.py", line 31, in box.config_box.ConfigBox.__getattr__
  File "box\\box.py", line 648, in box.box.Box.__getattr__
box.exceptions.BoxKeyError: "'ConfigBox' object has no attribute 'data_ingestions'". Did you mean: 'data_ingestion'?
[2024-07-26 15:31:58,081: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-07-26 15:31:58,091: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-07-26 15:31:58,099: INFO: common: yaml file: params.yaml loaded successfully]
[2024-07-26 15:31:58,102: INFO: common: created directory at: artifacts]
[2024-07-26 15:31:58,103: ERROR: main: "'ConfigBox' object has no attribute 'data_ingestions'"]
Traceback (most recent call last):
  File "box\\box.py", line 593, in box.box.Box.__getitem__
KeyError: 'data_ingestions'

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "box\\box.py", line 632, in box.box.Box.__getattr__
  File "box\\box.py", line 620, in box.box.Box.__getitem__
box.exceptions.BoxKeyError: "'data_ingestions'"

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "box\\box.py", line 634, in box.box.Box.__getattr__
AttributeError: 'ConfigBox' object has no attribute 'data_ingestions'. Did you mean: 'data_ingestion'?

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "box\\config_box.py", line 29, in box.config_box.ConfigBox.__getattr__
  File "box\\box.py", line 648, in box.box.Box.__getattr__
box.exceptions.BoxKeyError: "'ConfigBox' object has no attribute 'data_ingestions'"

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "box\\box.py", line 593, in box.box.Box.__getitem__
KeyError: 'data_ingestions'

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "box\\box.py", line 632, in box.box.Box.__getattr__
  File "box\\box.py", line 620, in box.box.Box.__getitem__
box.exceptions.BoxKeyError: "'data_ingestions'"

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "box\\box.py", line 634, in box.box.Box.__getattr__
AttributeError: 'ConfigBox' object has no attribute 'data_ingestions'. Did you mean: 'data_ingestion'?

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\MANI\Desktop\campus\kidney-disease-classification\main.py", line 15, in <module>
    data_ingestion.main()
  File "c:\users\mani\desktop\campus\kidney-disease-classification\src\cnnClassifier\pipeline\stage_01_data_ingestion.py", line 14, in main
    data_ingestion_config = config.get_data_ingestion_config()
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\users\mani\desktop\campus\kidney-disease-classification\src\cnnClassifier\config\configuration.py", line 21, in get_data_ingestion_config
    config = self.config.data_ingestions
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "box\\config_box.py", line 31, in box.config_box.ConfigBox.__getattr__
  File "box\\box.py", line 648, in box.box.Box.__getattr__
box.exceptions.BoxKeyError: "'ConfigBox' object has no attribute 'data_ingestions'". Did you mean: 'data_ingestion'?
[2024-07-26 15:33:39,265: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-07-26 15:33:39,269: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-07-26 15:33:39,271: INFO: common: yaml file: params.yaml loaded successfully]
[2024-07-26 15:33:39,271: INFO: common: created directory at: artifacts]
[2024-07-26 15:33:39,272: INFO: common: created directory at: artifacts/data_ingestion]
[2024-07-26 15:33:39,272: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-07-26 15:33:51,919: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-07-26 15:33:53,319: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-07-26 15:33:53,320: INFO: main: *******************]
[2024-07-26 15:33:53,320: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2024-07-26 15:33:53,324: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-07-26 15:33:53,328: INFO: common: yaml file: params.yaml loaded successfully]
[2024-07-26 15:33:53,329: INFO: common: created directory at: artifacts]
[2024-07-26 15:33:53,330: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-07-26 15:33:54,607: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-07-26 15:33:54,849: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-07-26 15:33:54,995: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2024-07-26 15:33:54,996: INFO: main: *******************]
[2024-07-26 15:33:54,996: INFO: main: >>>>>> stage Training started <<<<<<]
[2024-07-26 15:33:54,997: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-07-26 15:33:54,999: INFO: common: yaml file: params.yaml loaded successfully]
[2024-07-26 15:33:54,999: INFO: common: created directory at: artifacts]
[2024-07-26 15:33:55,000: INFO: common: created directory at: artifacts\training]
[2024-07-26 15:33:55,222: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-07-26 15:33:56,340: ERROR: main: Unknown variable: <KerasVariable shape=(25088, 2), dtype=float32, path=dense/kernel>. This optimizer can only be called for the variables it was originally built with. When working with a new set of variables, you should recreate a new optimizer instance.]
Traceback (most recent call last):
  File "C:\Users\MANI\Desktop\campus\kidney-disease-classification\main.py", line 41, in <module>
    model_trainer.main()
  File "c:\users\mani\desktop\campus\kidney-disease-classification\src\cnnClassifier\pipeline\stage_03_model_training.py", line 21, in main
    training.train()
  File "c:\users\mani\desktop\campus\kidney-disease-classification\src\cnnClassifier\components\model_training.py", line 76, in train
    self.model.fit(
  File "C:\Users\MANI\anaconda3\envs\kidney\Lib\site-packages\keras\src\utils\traceback_utils.py", line 122, in error_handler
    raise e.with_traceback(filtered_tb) from None
  File "C:\Users\MANI\anaconda3\envs\kidney\Lib\site-packages\keras\src\optimizers\base_optimizer.py", line 228, in _check_variables_are_known
    raise ValueError(
ValueError: Unknown variable: <KerasVariable shape=(25088, 2), dtype=float32, path=dense/kernel>. This optimizer can only be called for the variables it was originally built with. When working with a new set of variables, you should recreate a new optimizer instance.
[2024-07-26 16:57:38,117: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-07-26 16:57:38,118: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-07-26 16:57:38,119: INFO: common: yaml file: params.yaml loaded successfully]
[2024-07-26 16:57:38,120: INFO: common: created directory at: artifacts]
[2024-07-26 16:57:38,120: INFO: common: created directory at: artifacts/data_ingestion]
[2024-07-26 16:57:38,120: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-07-26 16:58:35,607: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-07-26 16:58:36,086: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-07-26 16:58:36,087: INFO: main: *******************]
[2024-07-26 16:58:36,087: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2024-07-26 16:58:36,088: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-07-26 16:58:36,089: INFO: common: yaml file: params.yaml loaded successfully]
[2024-07-26 16:58:36,089: INFO: common: created directory at: artifacts]
[2024-07-26 16:58:36,089: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-07-26 16:58:36,367: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-07-26 16:58:36,489: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-07-26 16:58:36,679: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2024-07-26 16:58:36,679: INFO: main: *******************]
[2024-07-26 16:58:36,679: INFO: main: >>>>>> stage Training started <<<<<<]
[2024-07-26 16:58:36,682: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-07-26 16:58:36,685: INFO: common: yaml file: params.yaml loaded successfully]
[2024-07-26 16:58:36,686: INFO: common: created directory at: artifacts]
[2024-07-26 16:58:36,687: INFO: common: created directory at: artifacts\training]
[2024-07-26 16:58:36,867: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-07-26 16:59:20,070: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-07-26 16:59:20,177: INFO: main: >>>>>> stage Training completed <<<<<<

x==========x]
[2024-10-02 09:50:57,408: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-10-02 09:50:57,411: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-10-02 09:50:57,424: INFO: common: yaml file: params.yaml loaded successfully]
[2024-10-02 09:50:57,426: INFO: common: created directory at: artifacts]
[2024-10-02 09:50:57,427: INFO: common: created directory at: artifacts/data_ingestion]
[2024-10-02 09:50:57,428: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-10-02 09:51:44,119: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-10-02 09:51:46,396: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-10-02 09:51:46,397: INFO: main: *******************]
[2024-10-02 09:51:46,398: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2024-10-02 09:51:46,402: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-10-02 09:51:46,407: INFO: common: yaml file: params.yaml loaded successfully]
[2024-10-02 09:51:46,409: INFO: common: created directory at: artifacts]
[2024-10-02 09:51:46,410: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-10-02 09:52:13,909: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-10-02 09:52:14,308: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-10-02 09:52:14,571: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2024-10-02 09:52:14,572: INFO: main: *******************]
[2024-10-02 09:52:14,574: INFO: main: >>>>>> stage Training started <<<<<<]
[2024-10-02 09:52:14,578: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-10-02 09:52:14,581: INFO: common: yaml file: params.yaml loaded successfully]
[2024-10-02 09:52:14,583: INFO: common: created directory at: artifacts]
[2024-10-02 09:52:14,585: INFO: common: created directory at: artifacts\training]
[2024-10-02 09:52:15,054: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-10-02 09:53:33,855: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-10-02 09:53:33,947: INFO: main: >>>>>> stage Training completed <<<<<<

x==========x]
[2024-10-02 09:54:38,842: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-10-02 09:54:38,844: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-10-02 09:54:38,845: INFO: common: yaml file: params.yaml loaded successfully]
[2024-10-02 09:54:38,846: INFO: common: created directory at: artifacts]
[2024-10-02 09:54:38,846: INFO: common: created directory at: artifacts/data_ingestion]
[2024-10-02 09:54:38,848: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-10-02 09:55:06,812: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-10-02 09:55:08,048: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-10-02 09:55:08,049: INFO: main: *******************]
[2024-10-02 09:55:08,049: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2024-10-02 09:55:08,052: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-10-02 09:55:08,054: INFO: common: yaml file: params.yaml loaded successfully]
[2024-10-02 09:55:08,055: INFO: common: created directory at: artifacts]
[2024-10-02 09:55:08,056: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-10-02 09:55:08,668: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-10-02 09:55:08,883: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-10-02 09:55:09,022: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2024-10-02 09:55:09,023: INFO: main: *******************]
[2024-10-02 09:55:09,023: INFO: main: >>>>>> stage Training started <<<<<<]
[2024-10-02 09:55:09,025: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-10-02 09:55:09,026: INFO: common: yaml file: params.yaml loaded successfully]
[2024-10-02 09:55:09,027: INFO: common: created directory at: artifacts]
[2024-10-02 09:55:09,029: INFO: common: created directory at: artifacts\training]
[2024-10-02 09:55:09,241: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-10-02 09:56:54,928: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-10-02 09:56:55,050: INFO: main: >>>>>> stage Training completed <<<<<<

x==========x]
[2024-10-06 10:29:38,194: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-10-06 10:29:38,200: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-10-06 10:29:38,209: INFO: common: yaml file: params.yaml loaded successfully]
[2024-10-06 10:29:38,210: INFO: common: created directory at: artifacts]
[2024-10-06 10:29:38,210: INFO: common: created directory at: artifacts/data_ingestion]
[2024-10-06 10:29:38,211: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-10-06 10:29:52,850: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-10-06 10:29:53,934: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-10-06 10:29:53,934: INFO: main: *******************]
[2024-10-06 10:29:53,934: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2024-10-06 10:29:53,936: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-10-06 10:29:53,939: INFO: common: yaml file: params.yaml loaded successfully]
[2024-10-06 10:29:53,939: INFO: common: created directory at: artifacts]
[2024-10-06 10:29:53,940: INFO: common: created directory at: artifacts/prepare_base_model]
[2024-10-06 10:29:54,611: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-10-06 10:29:54,935: WARNING: saving_api: You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-10-06 10:29:55,127: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2024-10-06 10:29:55,127: INFO: main: *******************]
[2024-10-06 10:29:55,127: INFO: main: >>>>>> stage Training started <<<<<<]
[2024-10-06 10:29:55,130: INFO: common: yaml file: config\config.yaml loaded successfully]
[2024-10-06 10:29:55,132: INFO: common: yaml file: params.yaml loaded successfully]
[2024-10-06 10:29:55,133: INFO: common: created directory at: artifacts]
[2024-10-06 10:29:55,134: INFO: common: created directory at: artifacts\training]
[2024-10-06 10:29:55,478: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-10-06 10:30:05,392: ERROR: stage_03_model_training: 'charmap' codec can't encode characters in position 21-40: character maps to <undefined>]
Traceback (most recent call last):
  File "c:\users\mani\desktop\campus\kidney-disease-classification\src\cnnClassifier\pipeline\stage_03_model_training.py", line 26, in main
    training.train()
  File "c:\users\mani\desktop\campus\kidney-disease-classification\src\cnnClassifier\components\model_training.py", line 76, in train
    self.model.fit(
  File "C:\Users\MANI\anaconda3\envs\kidney\Lib\site-packages\keras\src\utils\traceback_utils.py", line 122, in error_handler
    raise e.with_traceback(filtered_tb) from None
  File "C:\Users\MANI\anaconda3\envs\kidney\Lib\encodings\cp1252.py", line 19, in encode
    return codecs.charmap_encode(input,self.errors,encoding_table)[0]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
UnicodeEncodeError: 'charmap' codec can't encode characters in position 21-40: character maps to <undefined>
[2024-10-06 10:30:05,437: ERROR: main: 'charmap' codec can't encode characters in position 21-40: character maps to <undefined>]
Traceback (most recent call last):
  File "C:\Users\MANI\Desktop\campus\kidney-disease-classification\main.py", line 36, in <module>
    model_trainer.main()
  File "c:\users\mani\desktop\campus\kidney-disease-classification\src\cnnClassifier\pipeline\stage_03_model_training.py", line 29, in main
    raise e
  File "c:\users\mani\desktop\campus\kidney-disease-classification\src\cnnClassifier\pipeline\stage_03_model_training.py", line 26, in main
    training.train()
  File "c:\users\mani\desktop\campus\kidney-disease-classification\src\cnnClassifier\components\model_training.py", line 76, in train
    self.model.fit(
  File "C:\Users\MANI\anaconda3\envs\kidney\Lib\site-packages\keras\src\utils\traceback_utils.py", line 122, in error_handler
    raise e.with_traceback(filtered_tb) from None
  File "C:\Users\MANI\anaconda3\envs\kidney\Lib\encodings\cp1252.py", line 19, in encode
    return codecs.charmap_encode(input,self.errors,encoding_table)[0]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
UnicodeEncodeError: 'charmap' codec can't encode characters in position 21-40: character maps to <undefined>
